_ID	PUZZLE	BEGIN	END	DURATION	TIME	PARENT	CHILD	PAGE
92	f	282.671	284.044	1.373		You don't wanna read it again?		
92	f	285.358	286.707	1.349		You know what I was thinking?		
92	f	287.896	289.245	1.349		Let me ask you a question.		
92	f	288.499	289.134	0.635				cover
92	f	290.054	290.745	0.691				page 1
92	f	290.28	290.883	0.603		Did		
92	f	291.795	292.486	0.691				page 2
92	f	292.283	294.759	2.476		What do you, do you think he really went to the moon?		
92	f	294.925	295.695	0.77			No.	
92	f	295.834	296.532	0.698		No.		
92	f	296.566	298.995	2.429			He went to a planet.	
92	f	299.105	301.613	2.508		Oh, he went to a planet. Which planet did he go to?		
92	f	301.552	302.584	1.032			Mercury.	
92	f	302.535	304.821	2.286		Went to mercury? Really?		
92	f	304.84	305.622	0.782				page 3
92	f	305.617	307.347	1.73		Why do you think he went to mercury?		
92	f	305.622	306.677	1.055				page 4
92	f	308.038	308.784	0.746				page 5
92	f	310.546	312.427	1.881		Is 'cause that's where you wanted him to go?		
92	f	312.208	313.55	1.342				page 9
92	f	312.943	317.252	4.309			Because it's with rockets and it's with metal.	
92	f	316.986	319.192	2.206		Metal. It has metal in rockets.		
92	f	319.956	321.012	1.056		So.		
92	f	321.562	323.665	2.103		What'd you think of that story?		
92	f	324.377	325.703	1.326			It was good.	
92	f	325.278	326.842	1.564		It was good, ok.		
92	f	326.711	327.989	1.278			You go get her.	
92	f	326.862	328.1	1.238	end fiction			
92	nf	379.062	380.07	1.008	nonfiction start			
92	nf	379.883	380.622	0.739				cover
92	nf	381.707	382.659	0.952	experimenter out.			
92	nf	382.087	383.436	1.349		Look at that.		
92	nf	384.071	388.102	4.031		Oh, you can't open those, sweetheart. This is their book and that will destroy their book.		
92	nf	388.262	389.111	0.849		ok?		
92	nf	389.663	391.671	2.008		Yes, it's a three ring binder		
92	nf	392.859	396.281	3.422		Th- the rings hold the pages in.		
92	nf	396.8	397.491	0.691		Right?		
92	nf	397.113	399.105	1.992			Why is this there?	
92	nf	398.641	403.911	5.27		This is a flap like so you could put something in there so that it doesn't fall out.		
92	nf	405.047	406.801	1.754			If it gets ripped up.	
92	nf	407.79	408.528	0.738				page 1
92	nf	408.191	408.992	0.801		So.		
92	nf	409.059	412.464	3.405		Let me tell you something. So this book is called		
92	nf	412.792	414.474	1.682		Please don't open the rings sweetie.		
92	nf	414.587	416.666	2.079		This is their book I don't want you to destroy it.		
92	nf	417.046	417.752	0.706		Ok?		
92	nf	418.157	418.88	0.723		Alright		
92	nf	418.634	419.793	1.159				Cover
92	nf	421.11	424.84	3.73		when you look up at the moon.		
92	nf	425.095	430.222	5.127		So this book is kind of about the moon, too. Right? Just like the Baby Bear book was.		
92	nf	430.488	431.238	0.75		Ok?		
92	nf	431.511	434.974	3.463		When you look up at the moon. What do you see when you look up at the moon.		
92	nf	434.816	437.146	2.33			I see stars and everything.	
92	nf	436.032	439.15	3.118		You see stars and everything, right.		
92	nf	439.527	440.358	0.831		Ok.		
92	nf	440.657	442.179	1.522		So the moon is		
92	nf	442.535	444.616	2.081		Well, you're learning about the moon at school, right?		
92	nf	444.723	447.134	2.411		Are you learning about the moon or are you learning about the planets?		
92	nf	447.02	449.101	2.081			I'm learning about the Earth.	
92	nf	449.089	452.986	3.897		You're learning about Earth and Mercury, right? 'Cause you mentioned Mercury.		
92	nf	453.098	456.723	3.625			And we do a s- planet song every day.	
92	nf	456.824	458.501	1.677		You do, what's the planet song.		
92	nf	459.45	462.552	3.102			*singing*	
92	nf	462.7	463.575	0.875		Ok.		
92	nf	466.762	477.476	10.714			*singing*	
92	nf	476.601	480.204	3.603		*singing* I like that! But you know what		
92	nf	478.857	481.218	2.361			*singing*	
92	nf	481.199	482.184	0.985		Uh-huh.		
92	nf	483.805	485.165	1.36		Actually, you know what?		
92	nf	484.816	487.882	3.066			*singing*	
92	nf	488.174	488.96	0.786		Wow.		
92	nf	489.313	492.445	3.132			*singing*	
92	nf	491.798	493.82	2.022		There's no air to be what?		
92	nf	494.429	495.568	1.139			Gusty	
92	nf	495.54	498.702	3.162		Gusty? Ok. There's no air to be gusty.		
92	nf	501.642	504.281	2.639			*singing*	
92	nf	504.043	506.955	2.912		It's hot like a fire. Is it rusty?		
92	nf	507.951	514.223	6.272			D- Did you know that there's r-, there's a big red spot that moves all around Venus?	
92	nf	508.212	511.08	2.868		No, probably not, 'cause there's no		
92	nf	514.367	518.544	4.177		There is? Really? What is that big red spot?		
92	nf	515.404	517.44	2.036			Yes.	
92	nf	518.096	521.582	3.486			It's it's like fire.	
92	nf	521.397	522.265	0.868		Mm-hmm.		
92	nf	522.054	524.753	2.699			And it has lots and lots of heat.	
92	nf	524.241	528.182	3.941		Has lots and lots of heat. The big red spot that moves around Venus.		
92	nf	528.501	530.405	1.904		How do you know this stuff?		
92	nf	530.769	535.196	4.427		How did you learn these things about the planets, these facts about the planets?		
92	nf	534.142	537.172	3.03			Because. Let's read this.	
92	nf	535.973	539.782	3.809		Ok, we'll read the book. Now this is the moon, the moon is not a planet.		
92	nf	540.121	540.776	0.655		Ok.		
92	nf	540.47	542.132	1.662			It's a star.	
92	nf	542.127	544.657	2.53		Actually the sun is a star.		
92	nf	544.793	547.132	2.339		The sun is the star in our solar system.		
92	nf	544.973	548.26	3.287			Mommy, I wanna try one of those balloons.	
92	nf	547.395	553.824	6.429		You may not. right? it's not time for that. Maybe when she comes back you can look at one of those balloons. You like those balloons, don't you.		
92	nf	554.024	555.605	1.581		Ok, sit up in your chair.		
92	nf	555.815	557.425	1.61			can I get a prize?	
92	nf	556.473	557.973	1.5		Here, why don't you sit on my lap.		
92	nf	558.091	560.819	2.728		I want you to sit on my lap, that's better, come sit on my lap.		
92	nf	560.388	561.55	1.162			*noises*	
92	nf	561.927	562.464	0.537		Ok.		
92	nf	562.269	564.173	1.904			Maybe she will be angry.	
92	nf	564.125	565.67	1.545		I don't think she'll be angry.		
92	nf	566.003	567.68	1.677		How could anybody be angry		
92	nf	567.91	572.491	4.581		to have someone sit on a lap while reading a story. This is more like it. Ok.		
92	nf	572.751	574.508	1.757		when you look up at the moon.		
92	nf	574.283	574.989	0.706				page 1
92	nf	575.146	580.367	5.221		When you look up at the moon, do you wish you could visit it?		
92	nf	580.826	583.113	2.287		Do you ever wish you could go to the moon?		
92	nf	583.384	585.641	2.257		Who else wanted to go to the moon?		
92	nf	588.461	588.939	0.478			###	
92	nf	589.541	592.32	2.779		Wha- did remember the other story we just read?		
92	nf	592.385	593.988	1.603		Who wanted to go to the moon?		
92	nf	595.458	597.142	1.684			Baby Bear.	
92	nf	596.226	600.484	4.258		Baby Bear wanted to go to the moon, right? He looked up at the moon and he was like		
92	nf	600.537	603.338	2.801		I wanna go to the moon, mommy.		
92	nf	603.482	605.607	2.125		But did he really go to the moon?		
92	nf	605.007	606.345	1.338			No.	
92	nf	605.911	607.279	1.368		What was he doing?		
92	nf	606.808	607.749	0.941			He was	
92	nf	608.133	610.603	2.47			going to Mercury.	
92	nf	609.611	613.184	3.573		Well actually he went to the moon but he was pretending.		
92	nf	613.184	615.919	2.735		He was using his imagination.		
92	nf	616.699	617.486	0.787		Right?		
92	nf	617.533	619.195	1.662		He had on his boots		
92	nf	619.55	623.293	3.743		and he had on the green colander that was on top of his head.		
92	nf	623.385	627.584	4.199		That's what mommy uses to pour the water out of the pasta.		
92	nf	627.829	628.971	1.142		it's called a colander.		
92	nf	628.971	633.56	4.589		And he put the colander on his head and that was what		
92	nf	633.736	636.978	3.242		he used as a space helmet.		
92	nf	636.984	637.742	0.758			Yeah.	
92	nf	637.852	641.653	3.801		And then he used the box was his rocketship.		
92	nf	642.519	648.791	6.272		Right? And the rocketship shot up the chimney and lit on fire *noises*		
92	nf	648.82	651.776	2.956		Up through the chimney into outer space and to the moon.		
92	nf	652.108	655.262	3.154		That's what he wanted to do when he looked at the moon.		
92	nf	655.391	658.244	2.853		Do you ever wish you could go to the moon? Or not really?		
92	nf	658.599	664.643	6.044			I wish I could go to umm pluto.	
92	nf	664.217	665.481	1.264		Pluto?		
92	nf	665.614	667.078	1.464		Oh my goodness.		
92	nf	667.325	671.825	4.5		I would miss you so much if you went to pluto, I would probably		
92	nf	670.262	672.909	2.647			Pluto is really cold.	
92	nf	672.207	675.38	3.173		It's really cold and super far away.		
92	nf	674.902	676.299	1.397			Yeah.	
92	nf	675.641	682.192	6.551		I think you would be an old old old old old old super super super old woman before you got to pluto.		
92	nf	682.644	687.484	4.84		You could leave as a kid and it would take you a really super long to get there.		
92	nf	691.119	692.228	1.109		It's so far away.		
92	nf	692.422	697.313	4.891		Ok, when you look up at the moon, do you wish you could visit it?		
92	nf	697.327	698.102	0.775		There it is.		
92	nf	698.624	699.72	1.096				page 2
92	nf	699.861	709.041	9.18		You'd see very tall mountains and wide flat plains there.		
92	nf	709.737	712.301	2.564		Plain is flat land.		
92	nf	711.628	712.641	1.013				page 3
92	nf	712.517	717.179	4.662		You would also see big rings called craters.		
92	nf	717.34	718.744	1.404		Oh, did you know that?		
92	nf	718.99	724.775	5.785		No? Craters. Crater is like a a big ring, right?		
92	nf	725.01	728.939	3.929		There would be rocks all around you. Do you see any trees?		
92	nf	730.229	733.456	3.227		No. Baby Bear noticed there were no trees on the moon.		
92	nf	733.649	736.685	3.036		It's not, what do you think? Do you think it looks like a nice, fun,		
92	nf	736.917	740.374	3.457		interesting place to go or kinda what else, what do you think ###		
92	nf	739.295	742.729	3.434			No but he would fall inside the hole.	
92	nf	742.121	743.578	1.457		Fall inside the crater.		
92	nf	743.578	744.276	0.698		The whole.		
92	nf	744.276	747.345	3.069		That's actually what a crater is NAME, it's like a whole.		
92	nf	747.345	748.007	0.662		You're right.		
92	nf	748.055	748.718	0.663				page 4
92	nf	748.897	756.655	7.758		Since the moon has no air or water, there are no plants or animals there.		
92	nf	757.451	759.065	1.614		No trees.		
92	nf	759.58	760.688	1.108		No grass.		
92	nf	761.635	764.527	2.892		There would be no snow, 'cause there's no water.		
92	nf	764.681	766.266	1.585		And snow is water.		
92	nf	768.489	769.08	0.591		Right?		
92	nf	769.408	773.336	3.928		There would be no bushes.		
92	nf	773.6	777.208	3.608		No doggies, no birdies in the bushes, no squirrels.		
92	nf	777.45	779.625	2.175		Would you like to live in a place like that?		
92	nf	780.084	780.885	0.801		You would?		
92	nf	781.323	783.883	2.56		With nothing, nothing, no water?		
92	nf	784.117	785.653	1.536		No, that would be kind of really		
92	nf	787.974	789.757	1.783			Mommy can I have some water?	
92	nf	789.744	791.322	1.578		Oh you want some water to drink?		
92	nf	790.846	791.514	0.668			Yeah.	
92	nf	791.342	792.716	1.374		I know, we don't have any water right now.		
92	nf	792.764	794.721	1.957		I'll get you some water when we're done reading the story, ok?		
92	nf	793.953	794.501	0.548				page 5
92	nf	795.595	799.812	4.217		has anybody ever visited the moon? What do you think?		
92	nf	801.434	802.102	0.668			No.	
92	nf	801.745	804.843	3.098		Aah, well, actually yes.		
92	nf	804.843	806.746	1.903		Twelve astronauts.		
92	nf	806.988	810.554	3.566		Six American spaceships flew to the moon.		
92	nf	810.668	811.553	0.885		And there's one.		
92	nf	812.314	813.447	1.133		Right there.		
92	nf	814.078	816.361	2.283		And look at the craters. see the craters?		
92	nf	816.441	817.423	0.982		###		
92	nf	817.341	817.853	0.512				page 6
92	nf	817.542	821.801	4.259		*gasp* the first trip was in nineteen-sixty-nine.		
92	nf	821.952	824.211	2.259		That was before mommy was born.		
92	nf	824.213	826.816	2.603		That was when NAME was born.		
92	nf	827.144	830.608	3.464		NAME was born in nineteen-sixty-nine.		
92	nf	831.304	833.207	1.903		So the year she was born		
92	nf	835.737	837.375	1.638		astronauts went to the moon.		
92	nf	837.375	842.104	4.729		And the last was in nineteen-seventy-two. Do you know what's special about nineteen-seventy-two?		
92	nf	842.225	845.478	3.253		Your daddy was born in nineteen-seventy-two.		
92	nf	845.589	848.674	3.085		And you know what? I was not even alive!		
92	nf	848.93	850.876	1.946		I was not even born.		
92	nf	850.812	851.427	0.615				page 7
92	nf	851.414	853.354	1.94			when daddy was born?	
92	nf	853.575	856.075	2.5		Mm-hmm. When daddy was born that year		
92	nf	855.1	855.619	0.519				page 6
92	nf	857.144	859.168	2.024		astronauts went to the moon.		
92	nf	860.289	862.741	2.452		and those are the astronauts, the three men who went.		
92	nf	862.834	867.057	4.223		But women, actually I don't know if any, no I don't think any women have gone to the moon.		
92	nf	867.201	871.556	4.355		But lots of women have been astronauts and have gone out into outerspace.		
92	nf	871.675	874.392	2.717		And look, the have old glory on their sleeves.		
92	nf	874.863	877.453	2.59		There's old glory, right, the flag.		
92	nf	878.31	879.111	0.801				page 7
92	nf	879.322	886.045	6.723		Each time, two astronauts stepped onto the moon's surface.		
92	nf	886.875	888.761	1.886		Look at that spacesuit.		
92	nf	889.157	890.151	0.994		And the helmet.		
92	nf	891.677	895.509	3.832		Right, he's got space boots on? But real space boots.		
92	nf	895.611	900.622	5.011		And this astronaut has on a real helmet and really went to the moon.		
92	nf	900.773	904.809	4.036		But Baby Bear was using his imagination and did not go to the moon.		
92	nf	906.423	907.285	0.862				page 8
92	nf	907.343	909.65	2.307		Astronauts wore spacesuits.		
92	nf	910.195	914.316	4.121		Spacesuits gave astronauts air to breathe.		
92	nf	920.066	922.203	2.137			I can't see the face in there.	
92	nf	921.736	922.633	0.897		That's right.		
92	nf	923.519	925.567	2.048		Look here. Can you see the face here?		
92	nf	924.344	925.063	0.719				page 7
92	nf	927.741	928.494	0.753			No.	
92	nf	928.352	929.393	1.041		Mm-mmm.		
92	nf	933.74	934.445	0.705				page 8
92	nf	935.037	935.811	0.774				page 9
92	nf	935.91	940.835	4.925		Astronauts could jump higher on the moon than they could on Earth		
92	nf	940.922	943.628	2.706		and they came down more softly.		
92	nf	943.672	946.724	3.052		It was almost like floating.		
92	nf	946.724	948.826	2.102		Oh look! What did they put on the moon?		
92	nf	948.909	949.614	0.705			What?	
92	nf	949.727	951.268	1.541		What is that?		
92	nf	950.791	952.976	2.185			Old glory and the flag.	
92	nf	952.054	956.999	4.945		Old glory the flag, right. That's absolutely right, that's old glory, that's the U.S. flag.		
92	nf	955.899	956.556	0.657				page 10
92	nf	957.095	960.417	3.322		*gasp* What's that?		
92	nf	960.089	961.315	1.226			Earth.	
92	nf	960.969	966.761	5.792		Earth! That's right. From the moon, the astronauts could see Earth.		
92	nf	966.895	969.881	2.986		The Earth looked far away.		
92	nf	970.028	972.432	2.404		Look at that. Isn't that beautiful?		
92	nf	972.251	973.388	1.137			Why is there black there?	
92	nf	973.922	977.387	3.465		Umm, I think it's because		
92	nf	977.479	980.095	2.616		umm, lemme think.		
92	nf	980.256	985.288	5.032		Well, the astronauts can see the Earth because of the sun.		
92	nf	985.465	989.029	3.564		But the sun only lights up part of the Earth.		
92	nf	989.121	993.948	4.827		So the other part of the Earth that you cannot see, it's nighttime maybe.		
92	nf	994.282	997.699	3.417		Er, I don't know if that's true, but you can't see it from the moon.		
92	nf	998.374	999.993	1.619		What's all this blue?		
92	nf	1002.52	1003.901	1.381			Ocean.	
92	nf	1003.483	1006.222	2.739		Yeah, ocean. And what's all the white? Do you know?		
